id	filename	md5	size	state
09f200c1-64c9-41a1-8987-4a2c386e5ac4	09f200c1-64c9-41a1-8987-4a2c386e5ac4/61f2d13b-a11b-48e2-ab4b-84ca27d54eb2.FPKM-UQ.txt.gz	db09df7335d9267d9ae59ec9080fde4b	524034	validated
0a6c9dfa-bcbc-43cb-be34-c5d7faadfe3a	0a6c9dfa-bcbc-43cb-be34-c5d7faadfe3a/f9ea29ab-6953-4646-b367-cff2483b9f46.FPKM-UQ.txt.gz	82b86e97ace00a3ac982d0bc57777f9a	530685	validated
0b6c9346-d974-4b41-9892-84b2602f0f19	0b6c9346-d974-4b41-9892-84b2602f0f19/b4661ac5-95c7-450e-8797-b2dbe04ad1ee.FPKM-UQ.txt.gz	562d043296f4ce4f53a84a54d5f09b99	489513	validated
0b90bc8a-f974-41d7-85bb-bd7ece9e60be	0b90bc8a-f974-41d7-85bb-bd7ece9e60be/783a2365-c4a2-4db4-ab14-d52e603d8230.FPKM-UQ.txt.gz	25ba9a298e90e2b08cf735e1d1867608	518954	validated
0bf044f3-db1e-4508-9153-7331f1476966	0bf044f3-db1e-4508-9153-7331f1476966/2d683c1f-3a48-4bb8-84f9-bad6347c008b.FPKM-UQ.txt.gz	d50c27daf1fcbe5f4f645f1b1f8c6f0c	531977	validated
0c06b278-531b-49b9-949a-80d66829c800	0c06b278-531b-49b9-949a-80d66829c800/b20e7824-c90e-464c-9f17-d138e84ca8e7.FPKM-UQ.txt.gz	b2a0bde09a043999727777fb4a0302ce	519165	validated
0cb8db31-ecc9-4780-a9cf-b6d229622165	0cb8db31-ecc9-4780-a9cf-b6d229622165/96717cca-f561-43ee-8fac-74c9aa43c202.FPKM-UQ.txt.gz	8dc399242eaad51e9bf5b30fbc342753	532822	validated
0cdac541-dda2-479f-ac0a-9b99488bd609	0cdac541-dda2-479f-ac0a-9b99488bd609/11180707-ca2c-4933-bb99-df496bffcafb.FPKM-UQ.txt.gz	59e1c0d771c75db6c9efa91f7c2512d5	522454	validated
0cec48d7-b6d6-415f-9a9d-860f11db33c0	0cec48d7-b6d6-415f-9a9d-860f11db33c0/b468a0f7-2b37-4988-a179-34870f3ff1fb.FPKM-UQ.txt.gz	95aa0136ec8a97b2e065be161b532c03	498447	validated
0d6ec050-06a3-4ae1-b915-ed66632a6ccb	0d6ec050-06a3-4ae1-b915-ed66632a6ccb/fddb387d-716e-48ca-9e99-483564c5384b.FPKM-UQ.txt.gz	ee2de9a25f7148c1761e8e024e3edf32	507116	validated
0e3de66a-371e-4cc8-9db4-7728be2c7468	0e3de66a-371e-4cc8-9db4-7728be2c7468/e4de8f87-b9c8-4021-b29a-b7d128ff64a3.FPKM-UQ.txt.gz	49f8529ff0c57b26fa7335855bc4535b	546235	validated
0e6829cf-ebd8-4f47-ab19-a63994e15ddb	0e6829cf-ebd8-4f47-ab19-a63994e15ddb/f204f6b8-03fb-4464-922d-de9fffeff9d5.FPKM-UQ.txt.gz	585e86b184a84f59383d005a65a9c48b	507026	validated
0ea2b1a6-690f-4037-a4fc-5bb5ed0e2f64	0ea2b1a6-690f-4037-a4fc-5bb5ed0e2f64/b9010a9a-7ee9-4f57-a1d3-5bba72acb67d.FPKM-UQ.txt.gz	00ff1653fc66f41b9593e8df2e3c61dd	514769	validated
0ee9a8f5-962a-4d9d-8716-06d62b13d878	0ee9a8f5-962a-4d9d-8716-06d62b13d878/2c2df194-4ed9-4b96-9b19-3b7988bd6d81.FPKM-UQ.txt.gz	cdc6592a1370c40da8ef794b17e99a41	553526	validated
0ef3de29-403a-4f48-b5e5-942536f8d368	0ef3de29-403a-4f48-b5e5-942536f8d368/1b503435-1ff4-4e3f-b07e-96adbe94549a.FPKM-UQ.txt.gz	8dd5f3b78df36da01cb8833f1f1038c6	489700	validated
0f0ac53c-5b2e-43ba-8f65-acb8dae1909a	0f0ac53c-5b2e-43ba-8f65-acb8dae1909a/491c7f67-a4c0-4d26-949e-773cb0f123ae.FPKM-UQ.txt.gz	95eeb0b036070a35626283f8d4b79de6	544082	validated
0f5f287b-ee07-47b1-9d71-03cacffbdc21	0f5f287b-ee07-47b1-9d71-03cacffbdc21/dc76cdde-f77f-4604-94c4-0b150b9a56b4.FPKM-UQ.txt.gz	03d16f7df1a9a79f7b764bb2e5ee0005	512590	validated
0fdc6ae4-5d83-4ca8-ac21-94c2d941e9a0	0fdc6ae4-5d83-4ca8-ac21-94c2d941e9a0/057c6a18-e5f2-4eba-9c20-c483c5a67cc3.FPKM-UQ.txt.gz	39b0cfbd287b848a185a55c41b240b89	607118	validated
10afe43e-dd49-40ab-b68f-dab765f5c8d8	10afe43e-dd49-40ab-b68f-dab765f5c8d8/cdb40040-4357-4d85-ae62-91c38d4806d1.FPKM-UQ.txt.gz	21c7038042a594850256becc6c4e5c5f	545827	validated
12f0cfd8-9371-4df8-99ca-c609fb4ca62d	12f0cfd8-9371-4df8-99ca-c609fb4ca62d/b992fcfa-0303-41a6-86dc-10414c33c38c.FPKM-UQ.txt.gz	2f2dc2c08e73e8bf486d0e147a738ff2	514285	validated
130f181d-170a-4b82-9844-4c7846c7cf28	130f181d-170a-4b82-9844-4c7846c7cf28/2cc11440-ca73-417f-9130-82930f3a1152.FPKM-UQ.txt.gz	6dc7b5f15496938d2372dc92910318b1	523559	validated
134456f1-1bd8-4cb7-b0a7-8b171132c095	134456f1-1bd8-4cb7-b0a7-8b171132c095/042b37c5-7ba2-4731-8b16-5510cce257b4.FPKM-UQ.txt.gz	63d6fb27287bdeea6252475f6cdedc47	512897	validated
135b525d-05fa-471d-9020-b8627e2b2a53	135b525d-05fa-471d-9020-b8627e2b2a53/545df815-3b73-42f4-9540-457f01e43f07.FPKM-UQ.txt.gz	7037f435fbe3cd9c3a3c7272a9325f4c	532608	validated
13cc9127-bcd8-4a7c-a16a-1febc66f26fe	13cc9127-bcd8-4a7c-a16a-1febc66f26fe/c962af41-67e1-4e18-9d59-cee591ef98f9.FPKM-UQ.txt.gz	265a076910472674fea92467f2c07ec6	536136	validated
14d38d80-a478-44d3-bca2-fda57c882907	14d38d80-a478-44d3-bca2-fda57c882907/ce786209-c77d-47e0-95a6-20c036bed8b3.FPKM-UQ.txt.gz	a6c9007e1976f8516e8408300cbd385b	508169	validated
14e816f4-a8b3-4a1c-ab1b-693b338dc279	14e816f4-a8b3-4a1c-ab1b-693b338dc279/8f2c0849-7cd4-4da2-9feb-e3a942b892c4.FPKM-UQ.txt.gz	b87f6949a65866fda65532e30e9dfe6f	486012	validated
1503470c-f910-4a71-a08a-a0c5138404d9	1503470c-f910-4a71-a08a-a0c5138404d9/12f480e2-870d-4812-b5e1-b65ab4abf568.FPKM-UQ.txt.gz	1de9c12dc87946bf55d2b15ffeb1acc4	517018	validated
153f62f7-0cbe-4c9d-8801-d0f95a357b2f	153f62f7-0cbe-4c9d-8801-d0f95a357b2f/06db23e3-2dc3-4da9-915e-fe3d4a091de5.FPKM-UQ.txt.gz	246ce78de7ce1b1363629f4326f473af	519171	validated
15a23d93-3e59-450b-bfe4-4c3e09cd74ef	15a23d93-3e59-450b-bfe4-4c3e09cd74ef/2525f105-0ebf-461c-a69c-03bf8ef1e42f.FPKM-UQ.txt.gz	9bcf8f4f66ff799ad6ee7763d669adc4	540465	validated
165b2267-7973-4c3d-8a2a-8d985d31bc7e	165b2267-7973-4c3d-8a2a-8d985d31bc7e/fd917385-0e99-45cc-91a2-f6bd48c8019d.FPKM-UQ.txt.gz	22f19a3262ccc84daefee68f817ce130	533984	validated
170a50f2-f849-4a64-99db-0c9f1dbc9ef6	170a50f2-f849-4a64-99db-0c9f1dbc9ef6/82cd39d8-7a0d-4ebf-adad-57b3a4e68262.FPKM-UQ.txt.gz	e01315f352285129f3dd4f0b152ff8b5	513151	validated
1710dd09-e62c-4517-9059-9d78260e0813	1710dd09-e62c-4517-9059-9d78260e0813/1c3039f0-0cd5-4b16-bdbe-128bfbd63b86.FPKM-UQ.txt.gz	1790f94915dc04f1d989419e9a838946	531505	validated
1728aa8b-eb95-4161-9719-718daa5acb5a	1728aa8b-eb95-4161-9719-718daa5acb5a/12d2b9fa-1921-4033-bdb9-7e114c0d7812.FPKM-UQ.txt.gz	6cb2389f032bd3bb557cbc60875f1686	534408	validated
1841bec2-fcc1-4922-8fe1-30fdc1076ef2	1841bec2-fcc1-4922-8fe1-30fdc1076ef2/5061303f-9743-4495-a9ea-a5c579992525.FPKM-UQ.txt.gz	32f7d827b0d93ba1460188c0a524e37f	554927	validated
196e0eac-be26-4ba7-8bc3-de52a508b358	196e0eac-be26-4ba7-8bc3-de52a508b358/027ec9be-7e41-44df-8f61-1e5698303eac.FPKM-UQ.txt.gz	4030d3d9b3b81f34f4ca5838f8553c4e	518679	validated
197bb065-d364-4141-b122-3a5946e57151	197bb065-d364-4141-b122-3a5946e57151/c8fb3217-2cc9-47c0-84b6-b666c07624e6.FPKM-UQ.txt.gz	6020d3d2969e32f4cec0c3b11a47a188	536676	validated
1997920a-0848-45b1-b628-3ddc8028af3c	1997920a-0848-45b1-b628-3ddc8028af3c/8cd200d8-da0a-4176-8665-d527343c7264.FPKM-UQ.txt.gz	856726ed230dd09b7fbb25f7877714f5	496266	validated
19ce8713-7d86-45b4-bd05-455ee9960d78	19ce8713-7d86-45b4-bd05-455ee9960d78/98fcd5aa-3b1a-4980-a65f-c44a8c070101.FPKM-UQ.txt.gz	c8c00a6d7a46f2e21f78172c7eb6d924	533544	validated
19e52402-edc9-4bf0-8095-290c53e4edbd	19e52402-edc9-4bf0-8095-290c53e4edbd/a24d07c0-9b91-4538-96d2-f97544f4dbb0.FPKM-UQ.txt.gz	02743a210c6d07868dee56335f662f08	521605	validated
1a0f1152-c52a-43aa-8e83-d8c54bb5b7b8	1a0f1152-c52a-43aa-8e83-d8c54bb5b7b8/252eeb0c-fad1-4c29-bdd8-57b511852de5.FPKM-UQ.txt.gz	a0e30bf443959b243dd5552df41e5839	532092	validated
1ae64f77-6067-4b4a-af1a-6d40be4b9e79	1ae64f77-6067-4b4a-af1a-6d40be4b9e79/755f981f-f957-48ec-9779-cf9887e19ab0.FPKM-UQ.txt.gz	6dc57978749a53d94203b52a0ee52a48	523480	validated
1bd3173a-7b76-4088-ad1b-09c713fc75f7	1bd3173a-7b76-4088-ad1b-09c713fc75f7/8c64308a-d5ee-462e-962a-9cb83acd43d6.FPKM-UQ.txt.gz	bedcf61f50548ccc37c57e6a360265ab	533009	validated
1c0313ca-52a6-471a-b069-2c5bec183881	1c0313ca-52a6-471a-b069-2c5bec183881/df652972-6474-474a-9745-4b58fff68744.FPKM-UQ.txt.gz	e85d963d54549da0da099ad5b7ff00cc	544363	validated
1c19276b-2eb9-4d86-bbc8-d786b88f573b	1c19276b-2eb9-4d86-bbc8-d786b88f573b/2ef45476-2bea-4b74-9d97-a33898386d5e.FPKM-UQ.txt.gz	2d88412395257d92fb1cfe624c182f8c	501744	validated
1c1c6d64-5461-445d-89f5-df4136de7619	1c1c6d64-5461-445d-89f5-df4136de7619/f0e294df-f0be-48bc-90ab-ea05a387a0cb.FPKM-UQ.txt.gz	eb508f5951860da18232ca3afc3f8155	550073	validated
1c59ae7c-0273-4709-b0a9-d2cd92da9ceb	1c59ae7c-0273-4709-b0a9-d2cd92da9ceb/6476b6b8-7e7e-44ac-9869-c93b654458a5.FPKM-UQ.txt.gz	f1a51142996344978af5f8022029c912	521324	validated
1e0a7077-aa89-450b-9d95-a411014f6602	1e0a7077-aa89-450b-9d95-a411014f6602/0d7f880c-c4c5-4335-b49e-5f321f841840.FPKM-UQ.txt.gz	91b1a510017cdf4f1fdb3aae5800f346	503650	validated
1e9a74b5-c4ad-4763-9a4e-a1ba9b9b7af2	1e9a74b5-c4ad-4763-9a4e-a1ba9b9b7af2/4ba3508e-981b-46e4-a575-4f1d72015a7c.FPKM-UQ.txt.gz	31aa298dbf725d1650db05d4717aa7df	531284	validated
1eaa028e-3481-4607-a9bb-00b34bfa3c6a	1eaa028e-3481-4607-a9bb-00b34bfa3c6a/1ac403f9-b84f-4f49-a02a-ce548beac104.FPKM-UQ.txt.gz	83beaf485394b30986beb2da9eca4314	531015	validated
1f3ebf39-5138-4480-908e-cbf3051a2eb6	1f3ebf39-5138-4480-908e-cbf3051a2eb6/bf8dd7a7-37b1-4a81-9554-d63fdf2fe4f1.FPKM-UQ.txt.gz	bc5bb3b82a527f082c72dc4922fa0896	502097	validated
1f40c0f9-869d-4e78-96f6-a785866fa03f	1f40c0f9-869d-4e78-96f6-a785866fa03f/f93932b6-c8c3-45d8-9911-c4d387d9bad0.FPKM-UQ.txt.gz	f0de6ba5e78bae2b87cd5fe6d582bb22	548417	validated
203416d1-02b9-4e21-94d1-a68f1a285c6f	203416d1-02b9-4e21-94d1-a68f1a285c6f/0c0d8887-ff41-46ae-9aba-f6f98f8c1c5e.FPKM-UQ.txt.gz	d2f3cb45778b3f066121c12fece46b3c	509119	validated
204b3bb7-25d1-4b98-bc71-460fecbfbde3	204b3bb7-25d1-4b98-bc71-460fecbfbde3/c839556e-515d-4793-9960-0edd0a71a101.FPKM-UQ.txt.gz	ebee40e458aa612acc72d3ba577e8033	512847	validated
20d0e1fa-ad22-41d4-aa1b-a64af6fa2f19	20d0e1fa-ad22-41d4-aa1b-a64af6fa2f19/2b2b6341-1f6d-4acc-8a67-0ba8ab051ee8.FPKM-UQ.txt.gz	9356cc0f47198a1ef2b51c8795436f64	491484	validated
22a17410-2dab-450f-b91f-e50e624e78a0	22a17410-2dab-450f-b91f-e50e624e78a0/c27a0a56-cde3-4e53-b02d-8a2ca66b5d1d.FPKM-UQ.txt.gz	2d6262df25a7f267a0135f2ab209089c	524470	validated
22fad1c0-14f0-4060-b72d-35668b7e3110	22fad1c0-14f0-4060-b72d-35668b7e3110/0c37e843-b21b-4d00-b91d-c9d7865200c2.FPKM-UQ.txt.gz	68c0cf123d95bff43acdd13065220e4f	516557	validated
230fd6ca-16a6-40bb-9f3a-b0ca6136039b	230fd6ca-16a6-40bb-9f3a-b0ca6136039b/cecac722-4fe4-45e5-85e9-a4ce24c567b2.FPKM-UQ.txt.gz	402ef9517288338f5ea98908a731aff2	511873	validated
23503e76-0fd9-4be1-87c0-ea87492f9365	23503e76-0fd9-4be1-87c0-ea87492f9365/314b3b08-27e7-4936-a7d9-2dce4e4d3db7.FPKM-UQ.txt.gz	3df31d98f4ceb5d71f8dd9e340d5e7ca	514617	validated
236b421e-d03f-40fa-b8cc-e216f4d0026e	236b421e-d03f-40fa-b8cc-e216f4d0026e/0f1cc324-508e-4543-8843-94de0071f9f7.FPKM-UQ.txt.gz	521c954360b782affe4fcafe8c209bda	525532	validated
2401f4f8-0e61-4b96-b32f-bb2dbe0eb55a	2401f4f8-0e61-4b96-b32f-bb2dbe0eb55a/6ad59e49-f417-4144-9c13-51b24f66422a.FPKM-UQ.txt.gz	fe595bdc1ea73c0e4ff8fd708fd47926	505507	validated
245f2027-eebf-4ec8-b4bc-3b6319e3d0c1	245f2027-eebf-4ec8-b4bc-3b6319e3d0c1/f326a1fb-da0a-455b-8d52-c79c40274549.FPKM-UQ.txt.gz	6769b449f5f281a2fdeffba3dc52f00e	532490	validated
247f619c-4f29-4455-9acc-d3fee6e6fcf1	247f619c-4f29-4455-9acc-d3fee6e6fcf1/ce84840f-f5c3-4e67-baf6-c574cf585169.FPKM-UQ.txt.gz	d110dbdf7098cee5495e8951e00e318d	485563	validated
248979b3-1343-422c-bb78-cffb0db9bd22	248979b3-1343-422c-bb78-cffb0db9bd22/f442826c-7516-45f7-bbfc-968cd4ce51b3.FPKM-UQ.txt.gz	8b2fddf8e8903edabf3bf24b3b57eece	526192	validated
24a9ca1d-81b2-452e-ad17-ddf4511a6197	24a9ca1d-81b2-452e-ad17-ddf4511a6197/eca61d8e-d9c6-439a-af61-1ae0abe6d1ec.FPKM-UQ.txt.gz	ed85493f13b08df8957432a1def288f9	527732	validated
26537eb9-11b8-4c95-bc8e-e6ef374f65a0	26537eb9-11b8-4c95-bc8e-e6ef374f65a0/dc0ce32f-d5aa-489f-ba4b-e01443815121.FPKM-UQ.txt.gz	75703268c06ce24e26a016e2b3f29b30	496353	validated
27079945-f3da-42b4-8c17-c82d66b7d321	27079945-f3da-42b4-8c17-c82d66b7d321/f4a1e772-2a5e-4c0a-803a-1bdb2b376a47.FPKM-UQ.txt.gz	da62cfe89548052bec4934b998cd7a20	524117	validated
288f4752-169a-40be-923b-e4ad1a620ba5	288f4752-169a-40be-923b-e4ad1a620ba5/1d5c03c6-a0a3-4255-b54c-d9bfac305a7f.FPKM-UQ.txt.gz	6fa12f9bc9a62d001f704e47f269cd0b	572335	validated
29265002-d981-4d07-b2dd-d5a38fed4439	29265002-d981-4d07-b2dd-d5a38fed4439/3b8a5a07-1e30-42f3-92ad-6bd4226f6c9f.FPKM-UQ.txt.gz	14efac5aa31a2d927aa8f62419d8d2f9	536690	validated
2988f88c-88b9-42cb-aeb1-aaf83a89ea55	2988f88c-88b9-42cb-aeb1-aaf83a89ea55/05d2b1e9-22a4-4369-b622-63846d672875.FPKM-UQ.txt.gz	18c25051d77c8fd2ddd3d72ce5056184	548033	validated
29a1ecb2-8767-420d-8e02-796eb5a04e71	29a1ecb2-8767-420d-8e02-796eb5a04e71/f561e8fc-3ed9-4d8f-be9f-800966251738.FPKM-UQ.txt.gz	13a6d2c264f4404a5d669db96448793e	532537	validated
29b60b77-1a11-4fcd-9b69-a9b3efede05f	29b60b77-1a11-4fcd-9b69-a9b3efede05f/59e22196-c04d-46c9-b16f-98858dca67d1.FPKM-UQ.txt.gz	6d8589b750d225673de5ea957ab885cd	528690	validated
2a130096-6a98-4e5d-9662-b357e0856758	2a130096-6a98-4e5d-9662-b357e0856758/e9889edc-cfbf-4213-9629-fde30511bd63.FPKM-UQ.txt.gz	cec60b3500cb1c4bd209d815527b242d	544688	validated
2a71fdc6-409e-4226-bdad-e689c8050eb1	2a71fdc6-409e-4226-bdad-e689c8050eb1/8aa24565-3c27-4ed0-be70-6e571a609827.FPKM-UQ.txt.gz	a08333aa7d6821e18b53492266befdaf	533524	validated
2b1143ae-fd15-430f-ab0f-dcd3b6dad739	2b1143ae-fd15-430f-ab0f-dcd3b6dad739/d751b729-f6cf-4fdf-b55d-f82830f0b26c.FPKM-UQ.txt.gz	f670fa81df05265c4b792303c7e63e9d	494465	validated
2b2b4295-d748-4597-9c6a-6e068a5d4f88	2b2b4295-d748-4597-9c6a-6e068a5d4f88/82bbc554-6c00-4a55-9295-a36ad9e648c3.FPKM-UQ.txt.gz	f8a9303396619599deb04b646607caec	500952	validated
2bcbceab-c00f-40cc-a294-2a8fb63f3ead	2bcbceab-c00f-40cc-a294-2a8fb63f3ead/9bc59130-b619-4ac7-a87e-7342786311d0.FPKM-UQ.txt.gz	8c4e4dbb03766d923d590b3c8034cfe6	524224	validated
2d028d0f-8e3a-4657-b0d6-6bb43dd20dab	2d028d0f-8e3a-4657-b0d6-6bb43dd20dab/3b7cb73f-d672-4d68-b28a-e01b82096ba4.FPKM-UQ.txt.gz	e4d380536a996d79963afe18c4a88097	575534	validated
2ddcd07d-6fa6-4322-b861-5994d572636f	2ddcd07d-6fa6-4322-b861-5994d572636f/0ea05ccb-3752-491c-acc2-ee397fef52da.FPKM-UQ.txt.gz	34e1a3861e513669f71d93949ef4b70a	528716	validated
2e70ac8e-c4aa-4b4e-b838-00a43ca51e56	2e70ac8e-c4aa-4b4e-b838-00a43ca51e56/0392d81c-c15f-45aa-b6d7-ab85823a92a2.FPKM-UQ.txt.gz	b5d12bdd31304360f969d02156872ffd	535631	validated
2ea736dd-294e-4297-bd37-0fc288f5f5aa	2ea736dd-294e-4297-bd37-0fc288f5f5aa/9a07164a-711f-460d-a2cb-43651c85bcde.FPKM-UQ.txt.gz	0f9e954a05eaad57c2738e227212ef19	538652	validated
301f09fa-4eb3-429b-9fe2-a25d270a9f48	301f09fa-4eb3-429b-9fe2-a25d270a9f48/0549c0d2-137d-4de8-8578-f043523b56c1.FPKM-UQ.txt.gz	078c4eb8d230e7f824563db3f91933dd	517205	validated
3041ee8c-dd0b-4b1a-afa0-d07de50632e4	3041ee8c-dd0b-4b1a-afa0-d07de50632e4/1dd5ec67-7a28-4870-97a0-c408daf6c48f.FPKM-UQ.txt.gz	080f6d194436e52d261dc13992525ab4	490242	validated
30da2ec8-29c9-4951-8e1c-b42b4e7ea95b	30da2ec8-29c9-4951-8e1c-b42b4e7ea95b/89a3db54-ffab-4341-99b6-a2213829bc0c.FPKM-UQ.txt.gz	21825f61ba3a15b192c32f3876c588da	538947	validated
30e0cd0e-0914-41c2-9e98-c43bd3b8d9a0	30e0cd0e-0914-41c2-9e98-c43bd3b8d9a0/7dd3791f-7a65-4eea-9be2-3a0ca83ba46d.FPKM-UQ.txt.gz	764ca0b8fc016b906d0f3ec13d3aefc5	543915	validated
3105dc5c-9f56-4b22-9345-af9a10f67984	3105dc5c-9f56-4b22-9345-af9a10f67984/fefd7990-acb5-4d6b-9bfa-b1a474e368d7.FPKM-UQ.txt.gz	e835fee1d7e000840d4d93a7f8249028	534137	validated
31d290d5-d671-45f4-a009-9e78aadaa4b2	31d290d5-d671-45f4-a009-9e78aadaa4b2/d6782f96-ac2e-473a-8adb-7cdaf648d5db.FPKM-UQ.txt.gz	9001a954a1d9cee6f3caf45e5f2c3a14	556457	validated
31eec3ce-b98b-412f-a5bf-ea0e5917d675	31eec3ce-b98b-412f-a5bf-ea0e5917d675/39a4a8d9-029d-46bb-8d3e-6edd0d4d1191.FPKM-UQ.txt.gz	b156871e2b28c53223c8a8ff4ec37723	506910	validated
320f00b1-1fb1-4628-95f2-437d5336dbf7	320f00b1-1fb1-4628-95f2-437d5336dbf7/6fdbffc8-dac1-4a98-9912-9084b2ce3f28.FPKM-UQ.txt.gz	26d539b074bf085c9b258c79757bd31f	511323	validated
32397d1e-d1a5-43c9-9186-0044e901dc47	32397d1e-d1a5-43c9-9186-0044e901dc47/ac3052a6-d735-4755-9145-80b9f633c838.FPKM-UQ.txt.gz	8985a69af0f2717cc3760f82d29cd27c	536114	validated
32670b2b-346f-4477-9202-5b5924194a0e	32670b2b-346f-4477-9202-5b5924194a0e/2a77f7b7-c933-405b-97db-62906fe759ff.FPKM-UQ.txt.gz	932b7f1a534630d3e940dcc1de9604c0	540603	validated
32ce250c-665c-4f18-bf94-6d9652bef126	32ce250c-665c-4f18-bf94-6d9652bef126/5b84c002-9ca2-4188-bf22-1e0994dd3978.FPKM-UQ.txt.gz	27753ef3a23404e777c7e19ef46b6584	501616	validated
